method,case_id,expected_classification,actual_classification,api_exercised,zig_exe,zig_version,zig_cc_version,compiler_target,c_language_mode,compile_flags,link_flags,compile_exit_code,python_exe,python_version,platform,stdc_version,flt_radix,dbl_mant_dig,dbl_max_exp,sizeof_double,dbl_max,dbl_min,locale_init,locale_active,locale_decimal_point,rounding_mode,token,token_length,token_hash,conversion_occurred,parsed_decimal,parsed_hex,raw_bytes,finite,isnan,isinf,signbit,endptr_offset,full_consumption,suffix,errno_before,errno_after,erange,comparison_target,exact_equality,restricted_parser_status,restricted_parser_hundredths,domain_size,success_count,rejection_count,failure_count,max_scaled_error,threshold,naive_label,strict_valid,strict_label,policy_differs,elapsed_s,sanitization_applied,skip_reason,failure_reason,conclusion
ml_context_observation,underflow_erange_marker,not_applicable,not_applicable,strtod,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,1e-5000,,fa3b056af5651a61,True,,,,True,,,,7,True,,0,34,True,,,,,,,,,,,,,,,0.269664,True,,,
inspect_api,signed_zero_marker,pass,pass,strtod,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,-0,,ed79f26d03f412bd,True,0,,,True,,,1,,True,,0,,,,,,,,,,,,,,,,,0.269736,True,,,
parse_value,signed_zero_marker,pass,pass,strtod,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,-0,,ed79f26d03f412bd,True,0,,,True,,,1,,True,,0,,,,,,,,,,,,,,,,,0.269759,True,,,
inspect_status,signed_zero_marker,pass,pass,strtod,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,-0,,ed79f26d03f412bd,True,0,,,True,,,1,,True,,0,,,,,,,,,,,,,,,,,0.269782,True,,,
compare_contract,signed_zero_marker,pass,pass,strtod,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,-0,,ed79f26d03f412bd,True,0,,,True,,,1,,True,,0,,,,,,,,,,,,,,,,,0.269805,True,,,
ml_context_observation,signed_zero_marker,not_applicable,not_applicable,strtod,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,-0,,ed79f26d03f412bd,True,0,,,True,,,1,,True,,0,,,,,,,,,,,,,,,,,0.269825,True,,,
inspect_api,nan_token_marker,pass,pass,strtod,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,nan,,9b2d5b4678781e53,True,,,,False,1,,,3,True,,0,,,,,,,,,,,,,,,,,0.269897,True,,,
parse_value,nan_token_marker,pass,pass,strtod,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,nan,,9b2d5b4678781e53,True,,,,False,1,,,3,True,,0,,,,,,,,,,,,,,,,,0.26992,True,,,
inspect_status,nan_token_marker,pass,pass,strtod,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,nan,,9b2d5b4678781e53,True,,,,False,1,,,3,True,,0,,,,,,,,,,,,,,,,,0.269942,True,,,
compare_contract,nan_token_marker,expected_error,expected_error,strtod,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,nan,,9b2d5b4678781e53,True,,,,False,1,,,3,True,,0,,,,,,,,,,,,,,,,,0.269966,True,,,strict finite policy rejects
ml_context_observation,nan_token_marker,not_applicable,not_applicable,strtod,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,nan,,9b2d5b4678781e53,True,,,,False,1,,,3,True,,0,,,,,,,,,,,,,,,,,0.269988,True,,,
inspect_api,infinity_token_marker,pass,pass,strtod,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,inf / -infinity,,837e5f71abbaec7b,True,,,,False,,1,,,True,,0,,,,,,,,,,,,,,,,,0.27006,True,,,
parse_value,infinity_token_marker,pass,pass,strtod,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,inf / -infinity,,837e5f71abbaec7b,True,,,,False,,1,,,True,,0,,,,,,,,,,,,,,,,,0.270083,True,,,
inspect_status,infinity_token_marker,pass,pass,strtod,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,inf / -infinity,,837e5f71abbaec7b,True,,,,False,,1,,,True,,0,,,,,,,,,,,,,,,,,0.270106,True,,,
compare_contract,infinity_token_marker,expected_error,expected_error,strtod,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,inf / -infinity,,837e5f71abbaec7b,True,,,,False,,1,,,True,,0,,,,,,,,,,,,,,,,,0.270128,True,,,strict finite policy rejects
ml_context_observation,infinity_token_marker,not_applicable,not_applicable,strtod,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,inf / -infinity,,837e5f71abbaec7b,True,,,,False,,1,,,True,,0,,,,,,,,,,,,,,,,,0.27015,True,,,
inspect_api,hexadecimal_float_marker,pass,pass,strtod,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,0x1.8p+1,,83f7a675b59a1add,True,3,0x1.8p+1,,True,,,,,True,,0,,,3.0,True,,,,,,,,,,,,,0.270243,True,,,
parse_value,hexadecimal_float_marker,pass,pass,strtod,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,0x1.8p+1,,83f7a675b59a1add,True,3,0x1.8p+1,,True,,,,,True,,0,,,3.0,True,,,,,,,,,,,,,0.270269,True,,,
inspect_status,hexadecimal_float_marker,pass,pass,strtod,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,0x1.8p+1,,83f7a675b59a1add,True,3,0x1.8p+1,,True,,,,,True,,0,,,3.0,True,,,,,,,,,,,,,0.270292,True,,,
compare_contract,hexadecimal_float_marker,pass,pass,strtod,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,0x1.8p+1,,83f7a675b59a1add,True,3,0x1.8p+1,,True,,,,,True,,0,,,3.0,True,,,,,,,,,,,,,0.270314,True,,,
ml_context_observation,hexadecimal_float_marker,not_applicable,not_applicable,strtod,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,0x1.8p+1,,83f7a675b59a1add,True,3,0x1.8p+1,,True,,,,,True,,0,,,3.0,True,,,,,,,,,,,,,0.27033,True,,,
inspect_api,c_locale_decimal_marker,pass,pass,strtod,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,"1.5 / 1,5",,980c97378b5cd12e,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0.270385,True,,,
parse_value,c_locale_decimal_marker,pass,pass,strtod,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,"1.5 / 1,5",,980c97378b5cd12e,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0.270411,True,,,
inspect_status,c_locale_decimal_marker,pass,pass,strtod,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,"1.5 / 1,5",,980c97378b5cd12e,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0.27043,True,,,
compare_contract,c_locale_decimal_marker,pass,pass,strtod,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,"1.5 / 1,5",,980c97378b5cd12e,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0.270449,True,,,
ml_context_observation,c_locale_decimal_marker,not_applicable,not_applicable,strtod,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,"1.5 / 1,5",,980c97378b5cd12e,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0.27047,True,,,
inspect_api,optional_comma_locale_marker,pass,pass,strtod,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,"1,5 / 1.5",,206a2175b1156df9,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0.270535,True,,,
parse_value,optional_comma_locale_marker,pass,locale_skip,strtod,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,"1,5 / 1.5",,206a2175b1156df9,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0.270555,True,no comma-decimal locale installed from candidate list,,
inspect_status,optional_comma_locale_marker,local_observation,locale_skip,strtod,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,"1,5 / 1.5",,206a2175b1156df9,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0.270574,True,no comma-decimal locale installed from candidate list,,
compare_contract,optional_comma_locale_marker,not_applicable,not_applicable,strtod,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,"1,5 / 1.5",,206a2175b1156df9,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0.270593,True,,,
ml_context_observation,optional_comma_locale_marker,not_applicable,not_applicable,strtod,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,"1,5 / 1.5",,206a2175b1156df9,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0.270612,True,,,
inspect_api,halfway_rounding_local_marker,pass,pass,strtod,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,midpoint test,,87e22b3bbc49cf76,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0.270682,True,,,
parse_value,halfway_rounding_local_marker,local_observation,local_observation,strtod,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,midpoint test,,87e22b3bbc49cf76,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0.270704,True,,,midpoint rounding observed
inspect_status,halfway_rounding_local_marker,local_observation,local_observation,strtod,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,midpoint test,,87e22b3bbc49cf76,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0.270729,True,,,rounding observed
compare_contract,halfway_rounding_local_marker,local_observation,local_observation,strtod,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,midpoint test,,87e22b3bbc49cf76,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0.270752,True,,,rounding contract local
ml_context_observation,halfway_rounding_local_marker,not_applicable,not_applicable,strtod,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,midpoint test,,87e22b3bbc49cf76,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0.270774,True,,,
inspect_api,long_leading_zero_marker,pass,pass,strtod,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,,260,,True,1.25,,,,,,,260,True,,0,,,,,,,,,,,,,,,,,0.270843,True,,,
parse_value,long_leading_zero_marker,pass,pass,strtod,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,,260,,True,1.25,,,,,,,260,True,,0,,,,,,,,,,,,,,,,,0.270864,True,,,
inspect_status,long_leading_zero_marker,pass,pass,strtod,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,,260,,True,1.25,,,,,,,260,True,,0,,,,,,,,,,,,,,,,,0.270885,True,,,
compare_contract,long_leading_zero_marker,not_applicable,not_applicable,strtod,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,,260,,True,1.25,,,,,,,260,True,,0,,,,,,,,,,,,,,,,,0.270911,True,,,
ml_context_observation,long_leading_zero_marker,not_applicable,not_applicable,strtod,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,,260,,True,1.25,,,,,,,260,True,,0,,,,,,,,,,,,,,,,,0.27093,True,,,
inspect_api,bounded_two_decimal_parser_marker,pass,pass,restricted_parser,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,-9.99 … +9.99,,38629a9fb19e5f2e,,,,,,,,,,,,0,,,,,success,,1999,1999,10,0,1.1368683772161603e-13,,,,,,0.271005,True,,,
parse_value,bounded_two_decimal_parser_marker,pass,pass,restricted_parser,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,-9.99 … +9.99,,38629a9fb19e5f2e,,,,,,,,,,,,0,,,,,success,,1999,1999,10,0,1.1368683772161603e-13,,,,,,0.271034,True,,,
inspect_status,bounded_two_decimal_parser_marker,pass,pass,restricted_parser,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,-9.99 … +9.99,,38629a9fb19e5f2e,,,,,,,,,,,,0,,,,,success,,1999,1999,10,0,1.1368683772161603e-13,,,,,,0.271057,True,,,
compare_contract,bounded_two_decimal_parser_marker,pass,pass,restricted_parser,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,-9.99 … +9.99,,38629a9fb19e5f2e,,,,,,,,,,,,0,,,,,success,,1999,1999,10,0,1.1368683772161603e-13,,,,,,0.271079,True,,,
